commit,faults,path,ImplicitDefinitions,ImplicitConversions,ImplicitParameters,OverridingPatternVariables,UsageOfNull,UnitVariables,FunctionVariables,NumberOfReturns
HEAD,0,package spark - object SparkDialect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package getquill - object QuillSparkContext,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,5,package getquill - trait QuillSparkContext,7.0,1.0,1.0,2.0,1.0,0.0,6.0,0.0
HEAD,0,package getquill - trait QuillSparkContext - class StructElement,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package spark - class SparkDialect,19.0,23.0,22.0,1.0,0.0,0.0,0.0,0.0
HEAD,0,package spark - object SparkDialect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package spark - trait Encoders,13.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
HEAD,1,package spark - class SparkDialect,17.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package spark - object SparkDialect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package encoding - trait Encoders,15.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0
HEAD,0,package encoding - trait Encoders - class OrientDBEncoder,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package encoding - trait Decoders,15.0,0.0,0.0,0.0,2.0,0.0,15.0,0.0
HEAD,0,package encoding - trait Decoders - class OrientDBDecoder,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package encoding - trait CassandraTypes,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package encoding - trait CassandraMappedTypes,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package cassandra - trait CassandraContext,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package encoding - trait Decoders,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0
HEAD,0,package encoding - trait Decoders - class CassandraDecoder,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package encoding - trait Encoders,16.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0
HEAD,0,package encoding - trait Encoders - class CassandraEncoder,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package getquill - class CassandraAsyncContext,5.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0
HEAD,1,package dsl - class MetaDslMacro,13.0,5.0,8.0,9.0,0.0,0.0,0.0,0.0
HEAD,1,package dsl - class MetaDslMacro - trait Value,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package dsl - class MetaDslMacro - class Nested,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package dsl - class MetaDslMacro - class Scalar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Parsing,6.0,4.0,38.0,1.0,0.0,0.0,3.0,0.0
HEAD,0,package quotation - trait Parsing - class Parser,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,0,package quotation - trait Parsing - method operationParser - object operator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Unliftables,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Parsing,6.0,4.0,38.0,1.0,0.0,0.0,3.0,0.0
HEAD,0,package quotation - trait Parsing - class Parser,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,0,package quotation - trait Parsing - method operationParser - object operator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Liftables,15.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Parsing,6.0,3.0,34.0,1.0,0.0,0.0,3.0,0.0
HEAD,0,package quotation - trait Parsing - class Parser,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,0,package quotation - trait Parsing - method operationParser - object operator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package dsl - class EncodingDslMacro,5.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package quotation - object Rebind,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0
HEAD,1,package quotation - trait Parsing,6.0,3.0,34.0,1.0,0.0,0.0,3.0,0.0
HEAD,0,package quotation - trait Parsing - class Parser,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,0,package quotation - trait Parsing - method operationParser - object operator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package getquill - class CassandraAsyncContext,4.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0
HEAD,1,package quotation - trait Parsing,5.0,4.0,33.0,1.0,0.0,0.0,3.0,0.0
HEAD,0,package quotation - trait Parsing - class Parser,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,0,package quotation - trait Parsing - method operationParser - object operator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Parsing,5.0,4.0,33.0,1.0,0.0,0.0,3.0,0.0
HEAD,0,package quotation - trait Parsing - class Parser,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,0,package quotation - trait Parsing - method operationParser - object operator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package dsl - class EncodingDslMacro,5.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package dsl - trait LowPriorityImplicits,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package dsl - trait EncodingDsl,8.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
HEAD,1,package dsl - class EncodingDslMacro,5.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package dsl - trait LowPriorityImplicits,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package dsl - trait EncodingDsl,8.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
HEAD,0,package quotation - class ScalarValueLifting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - class CaseClassValueLifting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait ReifyLiftings,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - trait ReifyLiftings - class Reified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait ReifyLiftings - class ReifyLiftings,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - class ScalarValueLifting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - class CaseClassValueLifting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait ReifyLiftings,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - trait ReifyLiftings - class Reified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait ReifyLiftings - class ReifyLiftings,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - class QuotedAst,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Quotation,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - class ScalarValueLifting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - class CaseClassValueLifting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait ReifyLiftings,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - trait ReifyLiftings - class Reified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait ReifyLiftings - class ReifyLiftings,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - class ScalarValueLifting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - class CaseClassValueLifting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait ReifyLiftings,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - trait ReifyLiftings - class Reified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait ReifyLiftings - class ReifyLiftings,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
HEAD,0,package cassandra - object CqlIdiom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,2,package cassandra - trait CqlIdiom,35.0,89.0,149.0,0.0,0.0,0.0,0.0,0.0
HEAD,2,package context - class Expand,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
HEAD,2,package context - trait ContextMacro,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Parsing,5.0,4.0,33.0,1.0,0.0,0.0,3.0,0.0
HEAD,0,package quotation - trait Parsing - class Parser,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,0,package quotation - trait Parsing - method operationParser - object operator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package context - class ActionMacro,3.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0
HEAD,1,package quotation - trait Unliftables,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package mysql - trait FinagleMysqlDecoders,19.0,0.0,14.0,0.0,0.0,0.0,17.0,0.0
HEAD,0,package mysql - trait FinagleMysqlDecoders - class FinangleMysqlDecoder,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package getquill - class MysqlAsyncContext,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package mysql - trait FinagleMysqlEncoders,19.0,0.0,10.0,0.0,1.0,0.0,17.0,0.0
HEAD,0,package mysql - trait FinagleMysqlEncoders - class FinangleMySqlEncoder,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package async - trait Encoders,20.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0
HEAD,0,package async - trait Encoders - class AsyncEncoder,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,0,package async - trait Encoders - method encoder - <$anon: (Encoders.this.Index  T  Encoders.this.PrepareRow) => Encoders.this.PrepareRow>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package async - trait Encoders - method mappedEncoder - <$anon: (Encoders.this.Index  I  Encoders.this.PrepareRow) => Encoders.this.PrepareRow>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package async - trait Encoders - method optionEncoder - <$anon: (Encoders.this.Index  Option[T]  Encoders.this.PrepareRow) => Encoders.this.PrepareRow>,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
HEAD,1,package getquill - class PostgresAsyncContext,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package sql - trait SqlContext,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package async - trait Decoders,27.0,0.0,9.0,0.0,1.0,0.0,18.0,0.0
HEAD,0,package async - trait Decoders - class AsyncDecoder,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package async - trait Decoders - method decoder - <$anon: (Decoders.this.Index  Decoders.this.ResultRow) => T>,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package async - trait Decoders - method mappedDecoder - <$anon: (Decoders.this.Index  Decoders.this.ResultRow) => O>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package async - trait Decoders - trait NumericDecoder,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package async - trait Decoders - method optionDecoder - <$anon: (Decoders.this.Index  Decoders.this.ResultRow) => Option[T]>,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
HEAD,0,package async - trait Decoders - <$anon: (Decoders.this.Index  Decoders.this.ResultRow) => BigDecimal>,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package async - trait Decoders - <$anon: (Decoders.this.Index  Decoders.this.ResultRow) => Int>,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package async - trait Decoders - <$anon: (Decoders.this.Index  Decoders.this.ResultRow) => Long>,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package async - trait Decoders - <$anon: (Decoders.this.Index  Decoders.this.ResultRow) => Float>,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package async - trait Decoders - <$anon: (Decoders.this.Index  Decoders.this.ResultRow) => Double>,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package async - trait Decoders - <$anon: (Decoders.this.Index  Decoders.this.ResultRow) => java.util.UUID>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package mirror - trait MirrorDecoders,15.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package mirror - trait MirrorDecoders - method decoder - <$anon: MirrorDecoders.this.Decoder[T]>,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package mirror - trait MirrorDecoders - method optionDecoder - <$anon: MirrorDecoders.this.Decoder[Option[T]]>,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package dsl - class EncodingDslMacro,5.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package mysql - trait FinagleMysqlEncoders,16.0,0.0,10.0,1.0,1.0,0.0,1.0,0.0
HEAD,1,package mysql - trait FinagleMysqlEncoders - method encoder - <$anon: FinagleMysqlEncoders.this.Encoder[T]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package mysql - trait FinagleMysqlEncoders - method optionEncoder - <$anon: FinagleMysqlEncoders.this.Encoder[Option[T]]>,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
HEAD,1,package dsl - trait LowPriorityImplicits,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package dsl - trait EncodingDsl,12.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
HEAD,1,package dsl - trait EncodingDsl - trait Decoder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package dsl - trait EncodingDsl - method Decoder - <$anon: EncodingDsl.this.Decoder[T]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package dsl - trait EncodingDsl - trait Encoder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package dsl - trait EncodingDsl - method Encoder - <$anon: EncodingDsl.this.Encoder[T]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package dsl - trait EncodingDsl - method mappedDecoderImpl - <$anon: EncodingDsl.this.Decoder[O]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package dsl - trait EncodingDsl - method mappedEncoderImpl - <$anon: EncodingDsl.this.Encoder[I]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package postgres - trait FinaglePostgresEncoders,21.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package postgres - trait FinaglePostgresEncoders - class ValueEncoderEncoder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package postgres - trait FinaglePostgresDecoders,18.0,0.0,16.0,0.0,2.0,0.0,1.0,0.0
HEAD,1,package postgres - trait FinaglePostgresDecoders - method decoder - <$anon: FinaglePostgresDecoders.this.Decoder[T]>,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package postgres - trait FinaglePostgresDecoders - method decoderDirectly - <$anon: FinaglePostgresDecoders.this.Decoder[T]>,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package postgres - trait FinaglePostgresDecoders - method optionDecoder - <$anon: FinaglePostgresDecoders.this.Decoder[Option[T]]>,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
HEAD,1,package mysql - trait FinagleMysqlDecoders,16.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package mysql - trait FinagleMysqlDecoders - method decoder - <$anon: FinagleMysqlDecoders.this.Decoder[T]>,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package mysql - trait FinagleMysqlDecoders - method optionDecoder - <$anon: FinagleMysqlDecoders.this.Decoder[Option[T]]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package mirror - trait MirrorEncoders,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package mirror - trait MirrorEncoders - method encoder - <$anon: MirrorEncoders.this.Encoder[T]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package mirror - trait MirrorEncoders - method optionEncoder - <$anon: MirrorEncoders.this.Encoder[Option[T]]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package async - trait Encoders,19.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
HEAD,1,package async - trait Encoders - class AsyncEncoder,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package async - trait Encoders - method encoder - <$anon: Encoders.this.Encoder[T]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package async - trait Encoders - method mappedEncoderImpl - <$anon: Encoders.this.Encoder[I]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package async - trait Encoders - method optionEncoder - <$anon: Encoders.this.Encoder[Option[T]]>,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
HEAD,1,package dsl - class MetaDslMacro,13.0,5.0,10.0,10.0,0.0,0.0,0.0,0.0
HEAD,0,package dsl - class MetaDslMacro - trait Value,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package dsl - class MetaDslMacro - class Nested,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package dsl - class MetaDslMacro - class OptionalNested,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package dsl - class MetaDslMacro - class Scalar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package encoding - trait Decoders,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package encoding - trait Decoders - method decoder - <$anon: Decoders.this.Decoder[T]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package encoding - trait Decoders - method optionDecoder - <$anon: Decoders.this.Decoder[Option[T]]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package encoding - trait Decoders - <$anon: Decoders.this.Decoder[BigDecimal]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package encoding - trait Decoders - <$anon: Decoders.this.Decoder[Array[Byte]]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package encoding - trait Decoders - <$anon: Decoders.this.Decoder[java.util.UUID]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package getquill - class MirrorContextWithQueryProbing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package getquill - class MirrorContext,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
HEAD,0,package getquill - class MirrorContext - class ActionMirror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package getquill - class MirrorContext - class ActionReturningMirror,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package getquill - class MirrorContext - class BatchActionMirror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package getquill - class MirrorContext - class BatchActionReturningMirror,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package getquill - class MirrorContext - class QueryMirror,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package encoding - trait Encoders,12.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
HEAD,1,package encoding - trait Encoders - method encoder - <$anon: Encoders.this.Encoder[T]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package encoding - trait Encoders - method optionEncoder - <$anon: Encoders.this.Encoder[Option[T]]>,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
HEAD,1,package async - trait Decoders,26.0,0.0,9.0,1.0,1.0,0.0,1.0,0.0
HEAD,1,package async - trait Decoders - class AsyncDecoder,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package async - trait Decoders - method decoder - <$anon: Decoders.this.Decoder[T]>,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package async - trait Decoders - method mappedDecoderImpl - <$anon: Decoders.this.Decoder[O]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package async - trait Decoders - trait NumericDecoder,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package async - trait Decoders - method optionDecoder - <$anon: Decoders.this.Decoder[Option[T]]>,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
HEAD,1,package async - trait Decoders - <$anon: Decoders.this.NumericDecoder[BigDecimal]>,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package async - trait Decoders - <$anon: Decoders.this.NumericDecoder[Int]>,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package async - trait Decoders - <$anon: Decoders.this.NumericDecoder[Long]>,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package async - trait Decoders - <$anon: Decoders.this.NumericDecoder[Float]>,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package async - trait Decoders - <$anon: Decoders.this.NumericDecoder[Double]>,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package async - trait Decoders - <$anon: Decoders.this.Decoder[java.util.UUID]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Unliftables,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Parsing,5.0,4.0,33.0,1.0,0.0,0.0,3.0,0.0
HEAD,0,package quotation - trait Parsing - class Parser,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,0,package quotation - trait Parsing - method operationParser - object operator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Liftables,14.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - class QuotedAst,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Quotation,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - class ScalarValueLifting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - class CaseClassValueLifting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait ReifyLiftings,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - trait ReifyLiftings - class Reified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait ReifyLiftings - class ReifyLiftings,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
HEAD,1,package context - class QueryMacro,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package context - class ActionMacro,3.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0
HEAD,1,package cassandra - object CqlNormalize,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package getquill - class FinagleMysqlContext,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0
HEAD,0,package cassandra - object CqlIdiom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package cassandra - trait CqlIdiom,35.0,90.0,153.0,0.0,0.0,0.0,0.0,0.0
HEAD,6,package getquill - class CassandraAsyncContext,4.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0
HEAD,6,package getquill - object CassandraAsyncContext,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
HEAD,6,package getquill - object CassandraAsyncContext - class ActionApply,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
HEAD,6,package mirror - trait MirrorDecoders,14.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
HEAD,6,package mirror - trait MirrorDecoders - method decoder - <$anon: MirrorDecoders.this.Decoder[T]>,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package mirror - trait MirrorDecoders - method optionDecoder - <$anon: MirrorDecoders.this.Decoder[Option[T]]>,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HEAD,6,package quotation - trait Unliftables,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,6,package mysql - trait FinagleMysqlEncoders,16.0,0.0,10.0,1.0,1.0,0.0,1.0,0.0
