commit,faults,path,CyclomaticComplexity,DepthOfNesting,LinesOfCode,SourceLinesOfCode,CommentLinesOfCode,CommentDensity,OutDegree,OutDegreeDistinct,PatternSize,NumberOfPatternVariables,ParadigmScoreFraction
HEAD,0,package shapeless - package ops - package record - object Merger - method hnilMerger,1.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
HEAD,0,package shapeless - package ops - package record - object Merger - method hnilMerger - <$anon: shapeless.ops.record.Merger[shapeless.HNil M]> - method apply,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object Merger - method hlistMerger2,2.0,5.0,13.0,12.0,0.0,0.0,8.0,8.0,6.0,2.0,1.0
HEAD,0,package shapeless - package ops - package record - object Merger - method hlistMerger2 - <$anon: shapeless.ops.record.Merger[shapeless.labelled.FieldType[K V] :: T M]> - method apply,2.0,5.0,5.0,5.0,0.0,0.0,7.0,7.0,6.0,2.0,1.0
HEAD,0,package shapeless - package ops - package record - trait LowPriorityDeepMerger - method hlistMerger1,1.0,0.0,6.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0
HEAD,0,package shapeless - package ops - package record - trait LowPriorityDeepMerger - method hlistMerger1 - <$anon: shapeless.ops.record.DeepMerger[H :: T M]> - method apply,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - trait LowPriorityDeepMerger0 - method hlistMerger2,2.0,5.0,13.0,12.0,0.0,0.0,8.0,8.0,6.0,2.0,1.0
HEAD,0,package shapeless - package ops - package record - trait LowPriorityDeepMerger0 - method hlistMerger2 - <$anon: shapeless.ops.record.DeepMerger[shapeless.labelled.FieldType[K V] :: T M]> - method apply,2.0,5.0,5.0,5.0,0.0,0.0,7.0,7.0,6.0,2.0,1.0
HEAD,0,package shapeless - package ops - package record - object DeepMerger - method apply,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object DeepMerger - method hnilMerger,1.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
HEAD,0,package shapeless - package ops - package record - object DeepMerger - method hnilMerger - <$anon: shapeless.ops.record.DeepMerger[shapeless.HNil M]> - method apply,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object DeepMerger - method hlistMerger3,2.0,5.0,13.0,12.0,0.0,0.0,9.0,8.0,6.0,2.0,1.0
HEAD,0,package shapeless - package ops - package record - object DeepMerger - method hlistMerger3 - <$anon: shapeless.ops.record.DeepMerger[shapeless.labelled.FieldType[K V] :: T M]> - method apply,2.0,5.0,4.0,4.0,0.0,0.0,8.0,7.0,6.0,2.0,1.0
HEAD,0,package shapeless - package ops - package record - trait LowPriorityExtractor - method extract,2.0,5.0,13.0,12.0,0.0,0.0,9.0,9.0,6.0,2.0,1.0
HEAD,0,package shapeless - package ops - package record - trait LowPriorityExtractor - method extract - <$anon: L => shapeless.labelled.FieldType[K V] :: ET> - method apply,2.0,5.0,4.0,4.0,0.0,0.0,8.0,8.0,6.0,2.0,1.0
HEAD,0,package shapeless - package ops - package record - object Extractor - method apply,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
HEAD,0,package shapeless - package ops - package record - object Extractor - method hnil,1.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,0,package shapeless - package ops - package record - object Extractor - method hnil - <$anon: L => E> - method apply,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object Extractor - <$anon: shapeless.HList => shapeless.HList> - method apply,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object Extractor - method identical,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
HEAD,0,package shapeless - package ops - package record - object Extractor - method descend,2.0,5.0,13.0,12.0,0.0,0.0,9.0,8.0,6.0,2.0,1.0
HEAD,0,package shapeless - package ops - package record - object Extractor - method descend - <$anon: L => shapeless.labelled.FieldType[K V] :: ET> - method apply,2.0,5.0,4.0,4.0,0.0,0.0,8.0,7.0,6.0,2.0,1.0
HEAD,0,package shapeless - package ops - package record - trait LowPriorityMergeWith - method hlistMergeWith1,1.0,0.0,9.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0
HEAD,0,package shapeless - package ops - package record - trait LowPriorityMergeWith - method hlistMergeWith1 - <$anon: shapeless.ops.record.MergeWith[shapeless.labelled.FieldType[K V] :: T M F]> - method apply,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object MergeWith - method apply,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object MergeWith - method hnilMergeWith,1.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
HEAD,0,package shapeless - package ops - package record - object MergeWith - method hnilMergeWith - <$anon: shapeless.ops.record.MergeWith[shapeless.HNil M F]> - method apply,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object MergeWith - method hlistMergeWith2,2.0,5.0,15.0,14.0,0.0,0.0,9.0,9.0,6.0,2.0,1.0
HEAD,0,package shapeless - package ops - package record - object MergeWith - method hlistMergeWith2 - <$anon: shapeless.ops.record.MergeWith[shapeless.labelled.FieldType[K V0] :: T M F]> - method apply,2.0,5.0,5.0,5.0,0.0,0.0,8.0,8.0,6.0,2.0,1.0
HEAD,1,package shapeless - package ops - package record - object Modifier - method apply,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object Modifier - macro method materialize,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package shapeless - package ops - package record - class UnsafeModifier - method apply,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
HEAD,0,package shapeless - package ops - package record - class ModifierMacros - method materialize,4.0,10.0,16.0,16.0,0.0,0.0,15.0,9.0,9.0,2.0,0.5555555555555556
HEAD,1,package shapeless - package ops - package record - object Remover - method apply,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object Remover - macro method materialize,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package shapeless - package ops - package record - class UnsafeRemover - method apply,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - class RemoverMacros - method materialize,5.0,10.0,15.0,15.0,0.0,0.0,14.0,10.0,15.0,4.0,0.6000000000000001
HEAD,0,package shapeless - package ops - package record - trait Remove - method reinsert,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - trait LowPriorityRemove - method hconsRemove,2.0,5.0,10.0,10.0,0.0,0.0,11.0,7.0,6.0,2.0,1.0
HEAD,0,package shapeless - package ops - package record - trait LowPriorityRemove - method hconsRemove - <$anon: shapeless.ops.record.Remove[H :: T E]> - method apply,2.0,5.0,4.0,4.0,0.0,0.0,6.0,5.0,6.0,2.0,1.0
HEAD,0,package shapeless - package ops - package record - trait LowPriorityRemove - method hconsRemove - <$anon: shapeless.ops.record.Remove[H :: T E]> - method reinsert,1.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object Remove - method apply,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object Remove - method removeHead,1.0,0.0,6.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0
HEAD,0,package shapeless - package ops - package record - object Remove - method removeHead - <$anon: shapeless.ops.record.Remove[shapeless.labelled.FieldType[K V] :: T shapeless.labelled.FieldType[K V]]> - method apply,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object Remove - method removeHead - <$anon: shapeless.ops.record.Remove[shapeless.labelled.FieldType[K V] :: T shapeless.labelled.FieldType[K V]]> - method reinsert,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object Remove - method removeUnlabelledHead,1.0,0.0,6.0,6.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0
HEAD,0,package shapeless - package ops - package record - object Remove - method removeUnlabelledHead - <$anon: shapeless.ops.record.Remove[shapeless.labelled.FieldType[K V] :: T V]> - method apply,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object Remove - method removeUnlabelledHead - <$anon: shapeless.ops.record.Remove[shapeless.labelled.FieldType[K V] :: T V]> - method reinsert,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
HEAD,2,package shapeless - package ops - package record - trait RemoveAll - method reinsert,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object RemoveAll - method apply,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object RemoveAll - method hnilRemoveAll,1.0,0.0,6.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,0,package shapeless - package ops - package record - object RemoveAll - method hnilRemoveAll - <$anon: shapeless.ops.record.RemoveAll[L shapeless.HNil]> - method apply,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object RemoveAll - method hnilRemoveAll - <$anon: shapeless.ops.record.RemoveAll[L shapeless.HNil]> - method reinsert,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object RemoveAll - method hconsRemoveAll,3.0,5.0,14.0,13.0,0.0,0.0,14.0,8.0,12.0,4.0,1.0
HEAD,0,package shapeless - package ops - package record - object RemoveAll - method hconsRemoveAll - <$anon: shapeless.ops.record.RemoveAll[L H :: T]> - method apply,3.0,5.0,5.0,5.0,0.0,0.0,9.0,5.0,12.0,4.0,1.0
HEAD,0,package shapeless - package ops - package record - object RemoveAll - method hconsRemoveAll - <$anon: shapeless.ops.record.RemoveAll[L H :: T]> - method reinsert,1.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object Renamer - method apply,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object Renamer - method hlistRenamer1,1.0,0.0,5.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0
HEAD,0,package shapeless - package ops - package record - object Renamer - method hlistRenamer1 - <$anon: shapeless.ops.record.Renamer[shapeless.labelled.FieldType[K1 V] :: T K1 K2]> - method apply,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object Renamer - method hlistRenamer,1.0,0.0,6.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0
HEAD,0,package shapeless - package ops - package record - object Renamer - method hlistRenamer - <$anon: shapeless.ops.record.Renamer[H :: T K1 K2]> - method apply,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object LacksKey - method apply,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object LacksKey - macro method materialize,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - class LacksKeyMacros - method materialize,4.0,9.0,10.0,10.0,0.0,0.0,6.0,4.0,3.0,0.0,0.3333333333333333
HEAD,0,package shapeless - package ops - package record - object Keys - method apply,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object Keys - <$anon: shapeless.ops.record.Keys[shapeless.HNil]> - method apply,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package shapeless - package ops - package record - object Keys - method hlistKeys,1.0,0.0,7.0,7.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0
HEAD,0,package shapeless - package ops - package record - object Keys - method hlistKeys - <$anon: shapeless.ops.record.Keys[shapeless.labelled.FieldType[K V] :: T]> - method apply,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object Values - method apply,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object Values - method hnilValues,1.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
HEAD,0,package shapeless - package ops - package record - object Values - method hnilValues - <$anon: shapeless.ops.record.Values[L]> - method apply,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object Values - method hlistValues,1.0,0.0,5.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0
HEAD,0,package shapeless - package ops - package record - object Values - method hlistValues - <$anon: shapeless.ops.record.Values[shapeless.labelled.FieldType[K V] :: T]> - method apply,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object SwapRecord - method apply,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object SwapRecord - method hnilSwapRecord,1.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
HEAD,0,package shapeless - package ops - package record - object SwapRecord - method hnilSwapRecord - <$anon: shapeless.ops.record.SwapRecord[L]> - method apply,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object SwapRecord - method hlistSwapRecord,1.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0
HEAD,0,package shapeless - package ops - package record - object SwapRecord - method hlistSwapRecord - <$anon: shapeless.ops.record.SwapRecord[shapeless.labelled.FieldType[K V] :: T]> - method apply,1.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object Fields - method apply,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object Fields - method hnilFields,1.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
HEAD,0,package shapeless - package ops - package record - object Fields - method hnilFields - <$anon: shapeless.ops.record.Fields[L]> - method apply,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object Fields - method hconsFields,1.0,0.0,8.0,8.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0
HEAD,0,package shapeless - package ops - package record - object Fields - method hconsFields - <$anon: shapeless.ops.record.Fields[shapeless.labelled.FieldType[K V] :: T]> - method apply,1.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - trait UnzipFields - method keys,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - trait UnzipFields - method values,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object UnzipFields - method apply,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object UnzipFields - method hnilUnzipFields,1.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
HEAD,0,package shapeless - package ops - package record - object UnzipFields - method hnilUnzipFields - <$anon: shapeless.ops.record.UnzipFields[L]> - method keys,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object UnzipFields - method hnilUnzipFields - <$anon: shapeless.ops.record.UnzipFields[L]> - method values,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object UnzipFields - method hconsUnzipFields,1.0,0.0,10.0,10.0,0.0,0.0,6.0,4.0,0.0,0.0,1.0
HEAD,0,package shapeless - package ops - package record - object UnzipFields - method hconsUnzipFields - <$anon: shapeless.ops.record.UnzipFields[shapeless.labelled.FieldType[K V] :: T]> - method keys,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object UnzipFields - method hconsUnzipFields - <$anon: shapeless.ops.record.UnzipFields[shapeless.labelled.FieldType[K V] :: T]> - method values,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object ToMap - method apply,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object ToMap - method hnilToMap,1.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
HEAD,0,package shapeless - package ops - package record - object ToMap - method hnilToMap - <$anon: shapeless.ops.record.ToMap[L]> - method apply,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object ToMap - method hnilToMapAnyNothing,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object ToMap - method hsingleToMap,1.0,0.0,8.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0
HEAD,0,package shapeless - package ops - package record - object ToMap - method hsingleToMap - <$anon: shapeless.ops.record.ToMap[shapeless.labelled.FieldType[K V] :: shapeless.HNil]> - method apply,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object ToMap - method hlistToMap,2.0,8.0,13.0,13.0,0.0,0.0,13.0,9.0,6.0,2.0,1.0
HEAD,0,package shapeless - package ops - package record - object ToMap - method hlistToMap - <$anon: shapeless.ops.record.ToMap[shapeless.labelled.FieldType[HK HV] :: TH :: TT]> - method apply,2.0,8.0,3.0,3.0,0.0,0.0,12.0,8.0,6.0,2.0,1.0
HEAD,0,package shapeless - package ops - package record - object MapValues - method apply,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object MapValues - method hnilMapValues,1.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
HEAD,0,package shapeless - package ops - package record - object MapValues - method hnilMapValues - <$anon: shapeless.ops.record.MapValues[HF L]> - method apply,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object MapValues - method hconsMapValues,1.0,0.0,8.0,8.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0
HEAD,0,package shapeless - package ops - package record - object MapValues - method hconsMapValues - <$anon: shapeless.ops.record.MapValues[HF shapeless.labelled.FieldType[K V] :: T]> - method apply,1.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object AlignByKeys - method apply,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object AlignByKeys - <$anon: shapeless.ops.record.AlignByKeys[shapeless.HNil shapeless.HNil]> - method apply,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - package ops - package record - object AlignByKeys - method hlistAlign,2.0,5.0,10.0,10.0,0.0,0.0,8.0,7.0,6.0,2.0,1.0
HEAD,0,package shapeless - package ops - package record - object AlignByKeys - method hlistAlign - <$anon: shapeless.ops.record.AlignByKeys[T KH :: KT]> - method apply,2.0,5.0,4.0,4.0,0.0,0.0,7.0,6.0,6.0,2.0,1.0
HEAD,0,package examples - trait Monoid - method zero,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package examples - trait Monoid - method append,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
